CHEQUEID;LAGERID;KOLVO
23368;44;3.0
23368;9;1.0
23368;99;1.0
23368;107;1.0
23370;15;3.0
23370;22;4.0
23370;30;1.0
23370;82;1.0
23370;23;1.0
23370;109;4.0
23370;86;1.0
23372;15;1.0
23372;11;1.0
23372;30;1.0
23372;25;1.0
23372;32;1.0
23372;7;1.0
23372;75;1.0
23372;47;1.0
23373;15;1.0
23373;11;1.0
23373;30;1.0
23373;25;1.0
23373;32;1.0
23373;7;1.0
23373;75;1.0
23373;47;1.0
23374;83;7.0
23375;36;1.0
23375;15;2.0
23375;22;2.0
23375;42;2.0
23375;23;1.0
23375;44;7.0
23375;25;1.0
23375;56;1.0
23375;38;1.0
23375;73;1.0
23375;109;4.0
23375;75;1.0
23375;85;1.0
23375;10;1.0
23377;95;1.0
23377;30;2.0
23377;71;1.0
23377;44;7.0
23377;114;3.0
23377;8;2.0
23377;109;2.0
23377;93;1.0
23377;110;1.0
23379;44;10.0
23380;94;1.0
23380;50;1.0
23380;47;1.0
23381;31;1.0
23381;81;1.0
23381;8;1.0
23381;21;1.0
23381;76;1.0
23384;89;1.0
23385;22;2.0
23385;25;1.0
23385;12;2.0
23385;89;1.0
23385;69;1.0
23386;61;2.0
23386;11;2.0
23386;30;4.0
23387;1;1.0
23387;103;2.0
23387;14;2.0
23387;75;1.0
23387;10;2.0
23388;83;7.0
23389;15;2.0
23389;30;1.0
23389;31;1.0
23389;88;1.0
23389;81;1.0
23389;13;1.0
23389;112;1.0
23389;109;2.0
23389;14;1.0
23389;108;1.0
23389;94;1.0
23389;91;1.0
23390;22;5.0
23390;42;2.0
23390;26;5.0
23390;28;1.0
23392;95;2.0
23392;51;1.0
23392;116;1.0
23392;44;6.0
23392;47;2.0
23392;117;4.0
23394;2;1.0
23397;2;12.0
23397;22;1.0
23397;5;6.0
23397;59;1.0
23397;34;1.0
23397;104;6.0
23397;75;1.0
23397;10;3.0
23397;117;2.0
23399;51;2.0
23399;15;2.0
23399;25;2.0
23399;38;1.0
23399;60;2.0
23399;50;2.0
23400;2;6.0
23401;18;1.0
23401;104;2.0
23404;15;1.0
23404;5;4.0
23404;47;1.0
23405;115;1.0
23405;47;2.0
23405;107;1.0
23407;15;1.0
23407;22;1.0
23407;83;1.0
23407;23;1.0
23407;44;8.0
23407;25;2.0
23410;101;1.0
23410;21;1.0
23410;50;1.0
23410;28;1.0
23413;5;6.0
23418;14;1.0
23418;99;2.0
23421;23;3.0
23421;104;1.0
23421;91;1.0
23424;22;2.0
23424;5;2.0
23424;44;8.0
23424;106;3.0
23427;103;1.0
23430;43;1.0
23433;51;1.0
23433;88;1.0
23437;115;5.0
23439;2;2.0
23439;30;1.0
23439;44;5.0
23439;32;1.0
23439;12;1.0
23439;35;1.0
23442;30;1.0
23442;14;1.0
23442;50;1.0
23443;107;1.0
23447;2;2.0
23447;44;6.0
23447;12;1.0
23447;72;1.0
23447;102;1.0
23447;18;1.0
23448;2;2.0
23448;112;1.0
23448;24;1.0
23448;76;1.0
23451;51;1.0
23451;30;1.0
23453;51;1.0
23453;22;2.0
23453;5;3.0
23453;44;2.0
23453;81;1.0
23453;18;1.0
23456;2;1.0
23456;20;1.0
23456;78;1.0
23456;107;1.0
23458;7;1.0
23458;8;1.0
23460;2;3.0
23460;26;2.0
23460;104;1.0
23460;113;1.0
23460;63;2.0
23460;46;2.0
23460;76;1.0
23462;77;1.0
23465;14;1.0
23465;24;1.0
23465;63;1.0
23466;44;5.0
23466;113;1.0
23466;75;1.0
23466;87;1.0
23466;107;2.0
23470;2;6.0
23470;87;1.0
23475;87;8.0
23476;84;1.0
23476;54;1.0
23476;97;1.0
23478;51;1.0
23478;83;3.0
23478;12;2.0
23478;88;2.0
23478;81;2.0
23482;14;1.0
23485;91;1.0
23488;15;1.0
23492;99;1.0
23492;77;1.0
23492;91;2.0
23492;28;1.0
23497;38;1.0
23500;104;1.0
23503;80;1.0
23503;75;1.0
23505;105;1.0
23505;59;1.0
23505;80;1.0
23506;36;1.0
23506;30;1.0
23506;44;4.0
23506;21;1.0
23506;50;1.0
23508;22;1.0
23508;12;1.0
23508;93;1.0
23509;104;2.0
23509;74;2.0
23511;118;1.0
23511;23;2.0
23511;101;1.0
23511;85;1.0
23514;72;1.0
23514;54;1.0
23514;91;1.0
23515;22;1.0
23515;58;1.0
23518;51;1.0
23518;11;1.0
23518;30;1.0
23518;44;5.0
23518;32;1.0
23518;12;1.0
23520;91;1.0
23521;30;1.0
23521;12;1.0
23521;43;1.0
23521;107;1.0
23523;44;8.0
23523;50;2.0
23525;1;2.0
23525;83;2.0
23525;12;2.0
23527;93;2.0
23532;22;1.0
23532;30;1.0
23532;84;1.0
23536;30;1.0
23536;52;2.0
23536;88;1.0
23538;113;1.0
23538;75;1.0
23538;76;1.0
23541;95;1.0
23541;44;2.0
23541;81;1.0
23541;54;1.0
23543;22;4.0
23543;119;2.0
23543;30;2.0
23543;42;1.0
23543;71;1.0
23543;32;1.0
23543;114;2.0
23543;81;2.0
23543;34;1.0
23543;60;1.0
23543;80;1.0
23544;22;2.0
23544;83;1.0
23549;2;4.0
23549;11;1.0
23549;30;1.0
23549;12;1.0
23549;88;1.0
23549;59;1.0
23549;54;1.0
23549;47;1.0
23550;30;1.0
23550;105;1.0
23550;14;1.0
23553;54;1.0
23554;77;6.0
23556;75;1.0
23560;21;1.0
23568;23;1.0
23568;12;1.0
23568;72;1.0
23582;41;1.0
23582;44;3.0
23582;86;1.0
23585;30;1.0
23585;52;3.0
23585;38;1.0
23585;111;1.0
23585;28;1.0
23588;2;1.0
23588;103;1.0
23588;14;1.0
23588;21;1.0
23592;51;1.0
23594;46;1.0
23594;28;1.0
23595;88;1.0
23595;21;1.0
23595;99;1.0
23598;2;6.0
23600;40;1.0
23601;54;9.0
23601;54;1.0
23602;83;19.0
23606;9;2.0
23611;2;4.0
23611;14;1.0
23614;2;12.0
23615;44;2.0
23615;49;1.0
23620;22;2.0
23620;106;1.0
23620;87;1.0
23624;14;1.0
23627;30;1.0
23627;25;2.0
23627;33;2.0
23627;20;2.0
23627;104;2.0
23627;9;1.0
23627;99;2.0
23627;28;1.0
23630;105;1.0
23633;2;2.0
23633;5;2.0
23633;104;1.0
23639;103;2.0
23639;47;4.0
23643;66;1.0
23645;2;2.0
23648;84;1.0
23648;79;1.0
23650;66;1.0
23651;44;3.0
23652;88;1.0
23652;33;1.0
23652;59;1.0
23658;5;2.0
23658;81;2.0
23658;103;1.0
23658;9;1.0
23674;1;1.0
23677;51;1.0
23677;38;1.0
23677;115;2.0
23680;2;6.0
23680;44;7.0
23680;7;1.0
23685;44;7.0
23685;62;1.0
23685;107;1.0
23687;6;4.0
23687;52;4.0
23687;93;1.0
23690;32;1.0
23690;20;1.0
23690;111;2.0
23690;47;2.0
23691;36;1.0
23691;23;2.0
23691;32;1.0
23691;72;1.0
23691;7;1.0
23691;14;1.0
23691;69;2.0
23692;44;4.0
23694;22;1.0
23694;59;1.0
23694;99;2.0
23694;50;1.0
23695;33;1.0
23695;21;2.0
23697;12;1.0
23697;81;1.0
23700;1;2.0
23703;40;1.0
23703;105;1.0
23703;13;1.0
23703;27;2.0
23708;83;1.0
23708;84;1.0
23709;23;1.0
23709;21;1.0
23709;9;1.0
23710;85;1.0
23710;68;1.0
23714;36;1.0
23714;22;2.0
23714;53;1.0
23714;80;1.0
23718;83;1.0
23718;23;1.0
23718;106;1.0
23719;76;1.0
23722;51;1.0
23722;59;1.0
23722;101;1.0
23722;18;1.0
23722;50;1.0
23723;22;1.0
23723;30;1.0
23723;88;1.0
23723;112;1.0
23723;27;1.0
23725;48;3.0
23732;53;1.0
23732;30;1.0
23732;23;1.0
23736;115;1.0
23737;59;1.0
23737;112;1.0
23740;44;5.0
23744;95;1.0
23744;22;1.0
23744;30;1.0
23744;12;1.0
23744;88;1.0
23744;102;1.0
23744;112;1.0
23744;28;1.0
23747;106;1.0
23752;87;1.0
23752;78;1.0
23755;27;2.0
23762;20;2.0
23762;49;2.0
23762;9;1.0
23768;113;1.0
23770;50;1.0
23770;77;10.0
23782;9;2.0
23783;1;1.0
23783;27;1.0
23784;69;1.0
23806;92;1.0
23809;53;1.0
23810;2;4.0
23810;120;1.0
23810;87;2.0
23813;2;6.0
23816;95;1.0
23816;27;2.0
23817;44;6.0
23818;30;1.0
23819;104;2.0
23819;86;1.0
23820;23;1.0
23825;11;1.0
23825;30;1.0
23825;88;1.0
23825;81;1.0
23826;44;6.0
23826;106;1.0
23827;36;1.0
23827;15;1.0
23827;61;1.0
23827;30;2.0
23827;40;1.0
23827;25;1.0
23827;32;1.0
23827;88;1.0
23827;105;1.0
23827;81;1.0
23827;59;1.0
23827;121;1.0
23827;93;1.0
23827;46;1.0
23827;96;1.0
23827;69;2.0
23828;30;1.0
23828;111;1.0
23828;78;1.0
23828;27;1.0
23828;107;1.0
23830;2;12.0
23830;83;2.0
23830;3;1.0
23830;105;1.0
23830;38;1.0
23830;75;2.0
23830;27;2.0
23830;85;3.0
23830;68;1.0
23830;110;3.0
23831;79;1.0
23831;104;1.0
23831;39;1.0
23833;32;1.0
23833;65;1.0
23833;14;1.0
23833;9;1.0
23833;57;1.0
23834;48;2.0
23834;30;1.0
23834;23;2.0
23834;44;8.0
23834;62;1.0
23834;104;1.0
23834;27;2.0
23835;105;1.0
23835;14;1.0
23835;43;1.0
23837;15;1.0
23837;7;1.0
23838;116;1.0
23838;7;1.0
23838;43;1.0
23838;86;1.0
23838;96;1.0
23840;95;1.0
23840;40;2.0
23840;73;1.0
23840;97;1.0
23842;2;12.0
23843;18;8.0
23843;50;10.0
23843;74;1.0
23846;2;2.0
23846;32;1.0
23851;110;1.0
23852;107;1.0
23853;2;2.0
23853;5;2.0
23854;83;5.0
23854;3;6.0
23856;82;1.0
23856;54;1.0
23856;111;1.0
23856;60;1.0
23858;15;1.0
23858;29;1.0
23858;30;1.0
23858;7;1.0
23858;14;1.0
23858;27;2.0
23858;69;1.0
23859;51;1.0
23859;29;1.0
23859;53;1.0
23859;38;1.0
23859;13;1.0
23859;111;1.0
23859;87;1.0
23860;104;2.0
23862;90;1.0
23865;73;1.0
23865;104;2.0
23865;21;1.0
23865;75;1.0
23865;9;1.0
23868;15;1.0
23868;114;1.0
23870;15;1.0
23870;41;1.0
23870;25;1.0
23870;35;1.0
23870;62;1.0
23870;9;1.0
23870;57;1.0
23869;2;18.0
23869;11;1.0
23869;30;1.0
23869;44;20.0
23869;26;1.0
23869;49;1.0
23869;93;2.0
23871;15;2.0
23871;29;2.0
23871;42;1.0
23871;7;1.0
23871;16;2.0
23871;39;1.0
23871;69;2.0
23872;83;2.0
23872;61;3.0
23872;3;3.0
23872;82;1.0
23872;105;1.0
23873;51;2.0
23873;29;2.0
23873;30;2.0
23873;42;2.0
23873;114;2.0
23873;7;1.0
23873;38;1.0
23873;27;1.0
23873;107;1.0
23873;28;1.0
23873;68;2.0
23875;2;12.0
23875;5;2.0
23875;25;2.0
23875;70;8.0
23878;29;1.0
23878;42;2.0
23878;24;6.0
23879;29;1.0
23879;85;1.0
23883;13;1.0
23883;14;1.0
23883;9;1.0
23883;57;1.0
23883;10;1.0
23886;29;2.0
23886;53;1.0
23886;57;2.0
23890;3;1.0
23890;44;4.0
23890;101;1.0
23890;90;2.0
23890;57;1.0
23892;15;1.0
23892;29;2.0
23892;5;1.0
23892;104;1.0
23892;39;1.0
23892;27;2.0
23892;10;3.0
23892;68;1.0
23895;15;2.0
23895;23;1.0
23895;114;2.0
23895;122;2.0
23895;14;1.0
23895;78;1.0
23895;57;1.0
23895;10;1.0
23895;69;1.0
23896;20;1.0
23896;93;1.0
23896;76;1.0
23896;55;2.0
23897;15;1.0
23897;29;1.0
23897;30;2.0
23897;23;1.0
23897;57;1.0
23897;107;1.0
23897;28;1.0
23898;2;1.0
23898;40;1.0
23898;21;1.0
23898;24;1.0
23898;10;1.0
23899;121;1.0
23899;107;1.0
23899;69;2.0
23900;29;1.0
23900;53;1.0
23900;30;1.0
23900;32;1.0
23900;101;1.0
23901;105;1.0
23901;75;1.0
23902;3;1.0
23902;4;1.0
23902;42;1.0
23902;44;7.0
23902;19;1.0
23902;113;1.0
23902;110;2.0
23905;2;12.0
23906;15;3.0
23906;75;2.0
23907;83;1.0
23907;31;1.0
23907;105;1.0
23907;102;1.0
23908;15;1.0
23908;25;2.0
23908;114;2.0
23908;78;1.0
23911;48;1.0
23911;73;1.0
23911;14;1.0
23911;21;2.0
23911;110;1.0
23912;51;2.0
23912;38;1.0
23912;27;3.0
23915;23;1.0
23915;38;1.0
23915;57;2.0
23915;55;2.0
23918;3;1.0
23918;5;6.0
23918;17;1.0
23920;83;2.0
23920;3;1.0
23920;105;1.0
23921;51;1.0
23921;29;2.0
23921;53;2.0
23921;30;2.0
23921;31;2.0
23921;23;2.0
23921;44;6.0
23921;114;2.0
23921;13;1.0
23921;57;1.0
23921;10;1.0
23921;55;1.0
23922;29;1.0
23922;42;1.0
23922;32;1.0
23922;114;1.0
23922;105;1.0
23922;57;1.0
23924;2;17.0
23924;5;8.0
23924;104;10.0
23925;3;1.0
23925;82;1.0
23925;104;4.0
23925;17;1.0
23925;99;1.0
23925;57;2.0
23925;10;2.0
23926;95;1.0
23926;30;1.0
23926;31;1.0
23926;42;2.0
23926;52;3.0
23926;84;1.0
23926;111;1.0
23926;108;1.0
23926;17;1.0
23927;78;1.0
23928;3;1.0
23928;82;1.0
23928;105;1.0
23928;74;1.0
23929;15;1.0
23929;111;1.0
23929;87;1.0
23931;95;1.0
23931;29;1.0
23931;12;1.0
23931;123;2.0
23931;26;1.0
23931;107;1.0
23930;29;2.0
23930;3;1.0
23930;80;1.0
23930;14;2.0
23933;28;1.0
23932;69;2.0
23935;15;1.0
23935;80;1.0
23935;85;1.0
23935;10;2.0
23940;95;2.0
23940;51;1.0
23940;4;1.0
23940;38;1.0
23940;96;1.0
23941;107;1.0
23942;29;1.0
23942;18;1.0
23942;24;1.0
23942;27;2.0
23945;32;1.0
23945;57;1.0
23946;29;1.0
23946;30;1.0
23946;114;1.0
23946;66;1.0
23946;75;1.0
23946;107;1.0
23947;15;1.0
23947;23;1.0
23947;44;5.0
23947;69;1.0
23950;29;1.0
23950;7;2.0
23950;57;1.0
23953;15;2.0
23953;83;1.0
23953;29;2.0
23953;3;1.0
23953;53;2.0
23953;82;1.0
23953;23;2.0
23953;25;1.0
23956;3;4.0
23956;38;3.0
23956;74;1.0
23961;48;1.0
23962;33;1.0
23962;62;1.0
23964;105;1.0
23964;10;1.0
23965;84;1.0
23965;21;1.0
23966;14;1.0
23969;53;2.0
23969;78;1.0
23969;10;1.0
23970;7;1.0
23970;19;2.0
23970;78;1.0
23973;15;1.0
23973;3;1.0
23973;42;2.0
23973;23;1.0
23973;84;2.0
23973;33;1.0
23973;21;1.0
23973;9;1.0
23973;87;1.0
23974;51;1.0
23974;52;2.0
23974;90;2.0
23974;96;1.0
23975;29;1.0
23975;30;1.0
23975;44;5.0
23975;114;1.0
23975;84;1.0
23975;54;1.0
23976;51;1.0
23976;2;3.0
23976;29;2.0
23976;30;1.0
23976;42;1.0
23976;71;2.0
23976;44;3.0
23976;114;2.0
23976;101;1.0
23976;49;1.0
23976;14;1.0
23976;21;1.0
23976;24;1.0
23976;120;1.0
23976;46;1.0
23976;10;1.0
23979;69;1.0
23980;78;1.0
23980;55;1.0
23983;51;1.0
23983;2;12.0
23983;4;1.0
23983;41;1.0
23983;114;2.0
23983;73;2.0
23985;29;3.0
23985;53;3.0
23985;4;1.0
23985;44;7.0
23985;13;1.0
23985;122;3.0
23986;51;2.0
23986;29;1.0
23986;80;1.0
23986;24;3.0
23986;50;2.0
23986;27;2.0
23987;15;1.0
23987;29;1.0
23987;30;1.0
23987;41;1.0
23987;23;1.0
23987;20;1.0
23987;35;1.0
23991;51;1.0
23991;29;1.0
23991;53;1.0
23991;31;1.0
23991;40;1.0
23991;23;1.0
23991;13;1.0
23991;14;1.0
23991;99;1.0
23991;92;1.0
23991;78;1.0
23991;124;1.0
23991;10;1.0
23992;15;2.0
23992;14;1.0
23992;115;2.0
23992;10;2.0
23994;15;1.0
23994;83;1.0
23994;3;1.0
23994;84;1.0
23994;46;1.0
23994;10;1.0
23997;21;1.0
23997;78;1.0
24000;15;1.0
24000;41;1.0
24000;14;1.0
24001;54;2.0
24002;7;2.0
24002;101;1.0
24002;24;1.0
24002;78;1.0
24002;10;2.0
24003;112;1.0
24004;18;1.0
24004;115;2.0
24004;50;1.0
24004;69;1.0
24005;3;1.0
24006;2;1.0
24006;14;1.0
24006;17;1.0
24007;101;1.0
24007;18;2.0
24007;14;1.0
24007;68;2.0
24008;48;1.0
24008;29;1.0
24008;76;1.0
24008;10;3.0
24016;107;1.0
24025;48;1.0
24025;115;1.0
24026;36;1.0
24026;21;1.0
24026;17;1.0
24026;93;1.0
24027;51;2.0
24027;24;1.0
24030;52;1.0
24030;7;1.0
24030;101;1.0
24033;53;2.0
24033;50;1.0
24035;10;2.0
24036;44;4.0
24044;105;1.0
24051;51;1.0
24051;40;1.0
24051;80;1.0
24051;115;1.0
24052;95;2.0
24052;51;1.0
24052;4;1.0
24052;30;1.0
24052;23;1.0
24052;44;6.0
24052;25;2.0
24052;114;2.0
24052;38;2.0
24052;54;1.0
24052;101;1.0
24052;113;2.0
24052;50;1.0
24052;76;1.0
24054;119;3.0
24057;36;1.0
24057;15;2.0
24057;29;1.0
24057;3;1.0
24057;31;2.0
24057;42;2.0
24057;7;1.0
24057;121;1.0
24057;9;1.0
24057;96;1.0
24057;124;2.0
24058;119;3.0
24060;3;1.0
24060;93;2.0
24060;63;1.0
24061;76;1.0
24061;55;1.0
24062;80;1.0
24062;57;1.0
24062;124;1.0
24063;15;1.0
24063;83;2.0
24063;65;1.0
24063;46;1.0
24063;115;1.0
24065;14;1.0
24066;14;1.0
24067;7;1.0
24067;21;1.0
24067;63;1.0
24067;9;2.0
24067;39;1.0
24067;10;1.0
24068;15;1.0
24068;79;1.0
24068;39;5.0
24069;18;1.0
24069;50;1.0
24069;74;2.0
24072;29;1.0
24072;53;1.0
24072;114;1.0
24072;104;4.0
24073;51;2.0
24073;53;2.0
24074;15;1.0
24074;3;1.0
24074;4;1.0
24074;32;1.0
24074;39;1.0
24074;92;1.0
24075;7;2.0
24075;78;1.0
24075;96;1.0
24075;68;1.0
24081;33;1.0
24086;76;1.0
24088;29;1.0
24088;44;7.0
24089;40;2.0
24089;35;3.0
24090;29;2.0
24090;31;1.0
24090;44;5.0
24092;15;1.0
24092;29;1.0
24092;3;1.0
24092;32;1.0
24092;104;2.0
24093;15;1.0
24093;29;1.0
24093;40;1.0
24093;114;1.0
24093;38;1.0
24093;113;1.0
24093;87;1.0
24096;29;1.0
24096;11;1.0
24096;56;1.0
24096;114;1.0
24098;2;3.0
24098;15;1.0
24098;42;2.0
24098;65;1.0
24102;15;1.0
24102;3;1.0
24102;42;2.0
24102;23;1.0
24102;84;2.0
24102;33;1.0
24102;21;1.0
24102;9;1.0
24102;87;1.0
24103;29;1.0
24103;30;1.0
24103;44;5.0
24103;114;1.0
24103;84;1.0
24103;54;1.0
24105;15;1.0
24105;29;1.0
24105;53;1.0
24108;15;1.0
24108;16;2.0
24108;87;2.0
24110;15;1.0
24110;3;1.0
24110;42;2.0
24110;23;1.0
24110;84;2.0
24110;33;1.0
24110;21;1.0
24110;9;1.0
24110;87;1.0
24111;29;1.0
24111;30;1.0
24111;44;5.0
24111;114;1.0
24111;84;1.0
24111;54;1.0
24112;2;8.0
24114;9;1.0
24115;29;2.0
24116;2;1.0
24116;41;2.0
24116;62;1.0
24116;80;1.0
24116;108;1.0
24116;96;1.0
24118;29;2.0
24118;41;1.0
24119;51;1.0
24119;29;2.0
24119;32;1.0
24119;114;2.0
24119;14;1.0
24119;21;1.0
24122;51;1.0
24122;2;6.0
24122;71;1.0
24123;95;1.0
24123;51;1.0
24123;15;1.0
24123;4;1.0
24123;30;1.0
24123;52;2.0
24123;108;1.0
24125;15;3.0
24125;29;1.0
24125;3;1.0
24125;53;1.0
24125;11;1.0
24125;30;1.0
24125;31;1.0
24125;42;1.0
24125;71;1.0
24125;59;1.0
24125;35;1.0
24125;73;2.0
24125;121;4.0
24125;63;2.0
24125;74;1.0
24126;50;1.0
24128;58;1.0
24128;107;2.0
24128;10;1.0
24128;28;2.0
24129;15;1.0
24129;4;2.0
24129;44;5.0
24129;38;1.0
24130;83;1.0
24130;62;2.0
24132;2;24.0
24132;102;2.0
24133;105;1.0
24133;104;4.0
24133;115;2.0
24133;68;1.0
24134;15;1.0
24134;3;1.0
24134;41;2.0
24134;42;2.0
24134;62;1.0
24134;87;2.0
24135;15;2.0
24135;53;2.0
24135;42;2.0
24135;25;2.0
24135;32;1.0
24135;114;1.0
24135;13;1.0
24135;104;2.0
24135;80;1.0
24135;124;2.0
24137;29;2.0
24137;53;3.0
24139;15;2.0
24139;3;1.0
24139;122;2.0
24139;17;1.0
24139;9;1.0
24139;78;1.0
24139;68;1.0
24140;42;1.0
24141;95;1.0
24141;15;1.0
24141;30;1.0
24141;42;1.0
24141;23;1.0
24141;44;3.0
24141;25;1.0
24141;32;1.0
24141;114;1.0
24141;13;1.0
24141;54;5.0
24141;109;2.0
24141;14;1.0
24141;76;1.0
24141;69;1.0
24145;24;1.0
24149;51;1.0
24149;105;1.0
24149;21;1.0
24150;95;2.0
24150;29;3.0
24150;114;3.0
24150;99;2.0
24154;119;3.0
24158;40;1.0
24158;105;1.0
24158;113;1.0
24172;119;3.0
24175;29;2.0
24175;30;2.0
24175;40;1.0
24175;114;1.0
24175;73;1.0
24175;24;1.0
24175;76;1.0
24179;14;1.0
24181;121;1.0
24188;107;1.0
24188;69;2.0
24191;41;1.0
24191;57;1.0
24208;15;3.0
24208;116;2.0
24208;44;11.0
24208;100;6.0
24209;105;1.0
24209;13;1.0
24209;121;2.0
24210;15;1.0
24210;63;1.0
24210;28;1.0
24211;29;1.0
24211;32;1.0
24211;57;1.0
24211;69;1.0
24214;51;1.0
24214;29;2.0
24214;3;1.0
24214;7;1.0
24214;87;1.0
24214;10;1.0
24214;28;1.0
24215;20;1.0
24215;99;2.0
24217;15;1.0
24217;5;2.0
24217;21;1.0
24217;58;1.0
24218;71;6.0
24220;5;12.0
24220;87;1.0
24220;125;1.0
24221;15;1.0
24221;29;1.0
24221;30;1.0
24221;82;1.0
24221;71;1.0
24221;23;1.0
24221;7;1.0
24221;13;1.0
24221;21;1.0
24221;87;1.0
24221;57;1.0
24222;44;6.0
24223;110;3.0
24226;31;2.0
24226;108;1.0
24225;15;2.0
24225;16;4.0
24225;47;1.0
24229;83;2.0
24230;15;1.0
24230;29;1.0
24230;3;1.0
24230;30;1.0
24230;44;3.0
24230;86;1.0
24231;46;1.0
24234;29;1.0
24234;53;1.0
24234;41;1.0
24234;102;1.0
24234;57;2.0
24235;53;1.0
24235;49;1.0
24235;80;2.0
24235;121;1.0
24235;55;1.0
24236;104;2.0
24238;29;1.0
24238;40;1.0
24238;41;1.0
24238;13;1.0
24239;13;1.0
24239;14;1.0
24241;15;2.0
24241;83;2.0
24241;29;1.0
24241;53;1.0
24241;4;1.0
24241;30;1.0
24241;25;2.0
24241;32;1.0
24241;114;2.0
24241;79;1.0
24241;85;1.0
24242;83;1.0
24242;30;1.0
24242;42;1.0
24242;71;1.0
24242;32;1.0
24242;6;1.0
24242;14;1.0
24242;87;1.0
24242;125;1.0
24242;69;1.0
24243;15;1.0
24243;29;1.0
24243;13;1.0
24243;63;1.0
24244;31;1.0
24244;42;1.0
24244;73;1.0
24246;15;2.0
24246;83;1.0
24246;3;1.0
24246;25;1.0
24246;87;1.0
24246;57;1.0
24246;10;1.0
24249;15;1.0
24249;3;1.0
24249;6;2.0
24249;107;2.0
24250;51;1.0
24250;29;1.0
24250;3;1.0
24250;53;1.0
24250;25;1.0
24250;39;1.0
24250;57;1.0
24250;27;1.0
24251;115;1.0
24251;27;2.0
24251;107;1.0
24257;61;1.0
24257;3;1.0
24257;9;1.0
24260;24;2.0
24263;56;1.0
24263;7;1.0
24263;84;2.0
24263;18;1.0
24263;17;1.0
24263;9;2.0
24266;114;1.0
24266;38;1.0
24266;121;1.0
24272;29;1.0
24272;9;1.0
24272;28;1.0
24275;15;3.0
24275;29;3.0
24275;21;1.0
24275;50;1.0
24275;78;1.0
24275;57;1.0
24278;51;2.0
24278;36;1.0
24278;29;1.0
24278;27;1.0
24281;44;5.0
24281;7;1.0
24282;18;1.0
24283;2;3.0
24283;11;1.0
24283;105;1.0
24283;121;2.0
24283;21;1.0
24283;75;1.0
24283;27;2.0
24284;15;1.0
24284;28;1.0
24287;103;1.0
24287;122;3.0
24287;46;1.0
24287;28;1.0
24288;95;1.0
24288;15;1.0
24288;29;1.0
24288;71;1.0
24288;90;2.0
24288;10;1.0
24288;69;4.0
24289;22;1.0
24289;29;1.0
24289;114;1.0
24289;104;1.0
24289;17;1.0
24289;76;1.0
24289;126;1.0
24289;107;1.0
24295;44;5.0
24295;7;1.0
24296;76;1.0
24298;95;2.0
24298;3;2.0
24298;113;1.0
24299;2;10.0
24299;23;2.0
24302;71;1.0
24302;13;1.0
24302;121;1.0
24311;20;2.0
24312;31;1.0
24312;44;5.0
24312;18;1.0
24312;26;1.0
24312;21;1.0
24312;17;1.0
24312;69;1.0
24313;11;1.0
24313;33;1.0
24313;45;2.0
24313;16;3.0
24313;107;1.0
24313;69;3.0
24314;51;1.0
24314;58;1.0
24318;40;2.0
24318;44;3.0
24318;32;1.0
24318;62;1.0
24316;1;1.0
24322;112;1.0
24326;33;1.0
24329;44;3.0
24329;122;2.0
24333;8;1.0
24333;121;1.0
24333;58;1.0
24334;61;3.0
24334;8;1.0
24338;11;1.0
24338;33;1.0
24338;14;1.0
24338;21;1.0
24339;7;2.0
24339;26;1.0
24339;103;1.0
24339;14;1.0
24342;29;1.0
24342;14;1.0
24342;9;3.0
24343;15;2.0
24343;3;1.0
24343;35;1.0
24343;69;1.0
24344;61;2.0
24344;54;2.0
24347;15;1.0
24347;29;1.0
24347;53;1.0
24347;42;1.0
24347;54;1.0
24347;122;1.0
24347;90;1.0
24347;57;1.0
24350;36;1.0
24350;80;1.0
24350;90;1.0
24350;57;1.0
24350;58;1.0
24350;126;1.0
24350;74;1.0
24353;5;2.0
24353;65;1.0
24353;28;1.0
24354;36;1.0
24354;2;3.0
24354;71;2.0
24354;62;1.0
24354;85;1.0
24354;69;4.0
24355;9;1.0
24356;65;1.0
24356;35;1.0
24359;1;1.0
24359;62;2.0
24364;29;1.0
24364;102;1.0
24364;108;1.0
24364;63;1.0
24364;50;1.0
24364;58;1.0
24367;29;1.0
24367;84;2.0
24367;18;1.0
24367;78;1.0
24371;2;1.0
24371;105;1.0
24371;104;1.0
24371;14;1.0
24371;90;1.0
24375;2;4.0
24375;58;1.0
24375;68;1.0
24376;101;1.0
24376;16;1.0
24376;121;1.0
24376;14;1.0
24376;57;1.0
24376;125;1.0
24380;31;2.0
24380;44;8.0
24381;5;6.0
24381;7;2.0
24381;69;1.0
24382;51;1.0
24382;44;5.0
24382;8;1.0
24382;122;1.0
24382;104;1.0
24382;21;1.0
24383;26;1.0
24384;8;1.0
24384;109;3.0
24387;95;2.0
24387;51;1.0
24387;113;1.0
24391;44;2.0
24391;122;1.0
24391;80;1.0
24391;17;1.0
24391;46;1.0
24393;126;1.0
24393;27;1.0
24393;124;2.0
24395;2;1.0
24395;7;1.0
24395;124;1.0
24398;107;1.0
24401;44;3.0
24401;35;1.0
24401;104;1.0
24401;87;1.0
24401;69;3.0
24405;54;2.0
24410;18;1.0
24410;49;1.0
24410;17;1.0
24410;125;1.0
24410;27;2.0
24411;2;5.0
24411;44;3.0
24411;105;1.0
